source_scraper,website,city,operation,product,listing_url,collected_at,raw_nombre,raw_descripcion,raw_ubicacion,raw_precio,raw_tipo,raw_habitaciones,raw_banos,raw_metros_cuadrados,raw_estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-bb1e7a224d94-ed22-635da68c-b7cf-4c96,2025-09-17T19:22:39.279236,Casa en Venta en Providencia 4a Secc,"Casa de lujo en COLOMOS PROVIDENCIA. Diseño espectacular, acabados de gran calidad y alta plusvalía.

Conoce que opinan dos de nuestros clientes y cuál fue su experiencia al comprar su casa con RBAresidences en el video de esta publicación.

Tu próxima casa está en RBAresidences®, SEGURIDAD, CONFORT Y PLACER.

Comodidad y elegancia en cada rincón

Imagina vivir en un hogar que ha sido diseñado pensando en el bienestar y la tranquilidad de cada integrante de la familia. Desde el vestidor, amplio y sofisticado, equipado con materiales de alta calidad que protegen tus prendas y accesorios de los factores ambientales, hasta la cocina, el verdadero corazón del hogar.

Ve el recorrido virtual y recorre la casa como si estuvieras en ella.

Cocina de ensueño personalizable

Con materiales de primera calidad que garantizan durabilidad y bajo mantenimiento, esta cocina te permite elegir entre acabados de cuarzo, mármol o granito para adaptarse a tu estilo. Su diseño amplio y funcional fomenta la convivencia y crea un entorno ideal para momentos especiales.

Innovación y tecnología para un estilo de vida moderno

Esta residencia en COLOMOS PROVIDENCIA destaca por su construcción robusta y detalles que ofrecen seguridad, eficiencia y confort:

Cimentación reforzada con concreto y acero, asegurando una estructura sólida y duradera.

Ventanería Eurovent, que combina seguridad, hermetismo y excelente iluminación natural.

Pastillas de fallo a tierra instaladas en toda la casa para una protección eléctrica superior.

Instalación oculta para sistemas de seguridad, como cámaras y grabadores.

Sistemas de cierre suave en puertas de vestidores, cocina y muebles de baño, garantizando un uso silencioso.

Puertas interiores de piso a techo que maximizan la sensación de amplitud.

Altura de 3 metros en todas las áreas, creando espacios más luminosos y aireados.

Iluminación LED estratégica, que aporta calidez y sofisticación.

Regaderas con monomandos inteligentes y cristal templado de 9 mm, combinando tecnología y seguridad.

Instalaciones ocultas para sonido y aire acondicionado, brindando un diseño limpio y minimalista.

Cada espacio ha sido diseñado para crear un ambiente acogedor y eficiente, con materiales y acabados que destacan por su durabilidad y estética. Esta es una residencia donde la modernidad se encuentra con la funcionalidad para ofrecer una experiencia de vida excepcional.

Llama o manda mensaje para más información.

*El diseño de esta casa es referencial, el diseño final es 100% personalizado y se adapta a ti y a tu familia.","Providencia 4a Secc, Guadalajara, Jalisco","$ 22,659,010 MXN",venta,5,5,330 m²,4 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-f098da19659a-7418-a8a09385-9de3-410b,2025-09-17T19:22:39.279236,Casa en Venta en Country Club,"Casa de lujo en COUNTRY CLUB. Diseño espectacular, acabados de gran calidad y alta plusvalía.

Conoce que opinan dos de nuestros clientes y cuál fue su experiencia al comprar su casa con RBAresidences en el video de esta publicación.

Tu próxima casa está en RBAresidences®, SEGURIDAD, CONFORT Y PLACER.

Vive y comparte grandes momentos en una hermosa casa diseñada con materiales de alta calidad y con un diseño moderno que garantizan plusvalía con cada año.

Disfruta de una amplitud incomparable en un área abierta en planta baja sin columnas ni muros.

Ésta casa en venta en COUNTRY CLUB tiene amplios vestidores con espacios diseñados para guardar todos tus accesorios, calzado, ropa y con un vanitty para guardar joyería inspirado en boutiques de lujo.

Ve el recorrido virtual y recorre la casa como si estuvieras en ella.

Plafones perimetrales con luz LED que iluminan las áreas en modos cálidos o frescos.
Hermoso ingresó con gran amplitud al entrar a esta casa, con acabados de 0 mantenimiento y alta calidad. Amplia habitación en planta baja totalmente equipada con baño y vestidor.

Todas las áreas de la casa están diseñadas con espacios muy amplios y cómodos.

Alturas de 3.20 de piso a techo y una distribución bien lograda nos permite ofrecer excelente iluminación y ventilación.
Muros de yeso en todo el interior de la casa, zoclos al ras de muro, hermosa carpintería con puertas de piso a techo y pisos de gran formato.

Baños con WCs europeos empotrados en muro, espejos flotados con iluminación LED, doble regadera de torre con hidromasaje y en el baño principal, una tina para dos personas y doble lavabo.

En planta alta, una preciosa sala de estar equipada con closet de blancos, librero, área de trabajo y un espacio para limpieza y aseo. Habitaciones con baño y amplios vestidores.

Instalaciones ocultas de aire acondicionado, sonido oculto en plafón, calentador solar, paneles y sistema de riego automático en todas las áreas verdes.

Llama o manda mensaje para más información.

*El diseño de esta casa es referencial, el diseño final es 100% personalizado y se adapta a ti y a tu familia.","Country Club, Guadalajara, Jalisco","$ 36,829,600 MXN",venta,6,5,470 m²,6 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-fe467b56a4cb-2207-1d2dfcd5-8424-459e,2025-09-17T19:22:39.279236,Casa en Venta en Colinas de San Javier,"Casa de lujo en COLINAS DE SAN JAVIER. Diseño espectacular, acabados de gran calidad y alta plusvalía.

Conoce que opinan dos de nuestros clientes y cuál fue su experiencia al comprar su casa con RBAresidences en el video de esta publicación.

Tu próxima casa está en RBAresidences®, SEGURIDAD, CONFORT Y PLACER.

Comodidad y elegancia en cada rincón

Imagina vivir en un hogar que ha sido diseñado pensando en el bienestar y la tranquilidad de cada integrante de la familia. Desde el vestidor, amplio y sofisticado, equipado con materiales de alta calidad que protegen tus prendas y accesorios de los factores ambientales, hasta la cocina, el verdadero corazón del hogar.

Ve el recorrido virtual y recorre la casa como si estuvieras en ella.

Cocina de ensueño personalizable

Con materiales de primera calidad que garantizan durabilidad y bajo mantenimiento, esta cocina te permite elegir entre acabados de cuarzo, mármol o granito para adaptarse a tu estilo. Su diseño amplio y funcional fomenta la convivencia y crea un entorno ideal para momentos especiales.

Innovación y tecnología para un estilo de vida moderno

Esta residencia en COLINAS DE SAN JAVIER destaca por su construcción robusta y detalles que ofrecen seguridad, eficiencia y confort:

Cimentación reforzada con concreto y acero, asegurando una estructura sólida y duradera.

Ventanería Eurovent, que combina seguridad, hermetismo y excelente iluminación natural.

Pastillas de fallo a tierra instaladas en toda la casa para una protección eléctrica superior.

Instalación oculta para sistemas de seguridad, como cámaras y grabadores.

Sistemas de cierre suave en puertas de vestidores, cocina y muebles de baño, garantizando un uso silencioso.

Puertas interiores de piso a techo que maximizan la sensación de amplitud.

Altura de 3 metros en todas las áreas, creando espacios más luminosos y aireados.

Iluminación LED estratégica, que aporta calidez y sofisticación.

Regaderas con monomandos inteligentes y cristal templado de 9 mm, combinando tecnología y seguridad.

Instalaciones ocultas para sonido y aire acondicionado, brindando un diseño limpio y minimalista.

Cada espacio ha sido diseñado para crear un ambiente acogedor y eficiente, con materiales y acabados que destacan por su durabilidad y estética. Esta es una residencia donde la modernidad se encuentra con la funcionalidad para ofrecer una experiencia de vida excepcional.

Llama o manda mensaje para más información.

*El diseño de esta casa es referencial, el diseño final es 100% personalizado y se adapta a ti y a tu familia.","Colinas de San Javier, Guadalajara, Jalisco","$ 33,300,738 MXN",venta,6,5,450 m²,6 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-ad5a1928cf20-ac6a-90f57c6f-8759-472b,2025-09-17T19:22:39.279236,Casa en Venta en Prados de Providencia,"Casa de lujo en LOMAS DEL VALLE. Diseño espectacular, acabados de gran calidad y alta plusvalía.

Conoce que opinan dos de nuestros clientes y cuál fue su experiencia al comprar su casa con RBAresidences en el video de esta publicación.

Tu próxima casa está en RBAresidences®, SEGURIDAD, CONFORT Y PLACER.

Vive y comparte grandes momentos en una hermosa casa diseñada con materiales de alta calidad y con un diseño moderno que garantizan plusvalía con cada año.

Disfruta de una amplitud incomparable en un área abierta en planta baja sin columnas ni muros.

Ésta casa en venta en LOMAS DEL VALLE tiene amplios vestidores con espacios diseñados para guardar todos tus accesorios, calzado, ropa y con un vanitty para guardar joyería inspirado en boutiques de lujo.

Ve el recorrido virtual y recorre la casa como si estuvieras en ella.

Plafones perimetrales con luz LED que iluminan las áreas en modos cálidos o frescos.
Hermoso ingresó con gran amplitud al entrar a esta casa, con acabados de 0 mantenimiento y alta calidad. Amplia habitación en planta baja totalmente equipada con baño y vestidor.

Todas las áreas de la casa están diseñadas con espacios muy amplios y cómodos.

Alturas de 3.20 de piso a techo y una distribución bien lograda nos permite ofrecer excelente iluminación y ventilación.
Muros de yeso en todo el interior de la casa, zoclos al ras de muro, hermosa carpintería con puertas de piso a techo y pisos de gran formato.

Baños con WCs europeos empotrados en muro, espejos flotados con iluminación LED, doble regadera de torre con hidromasaje y en el baño principal, una tina para dos personas y doble lavabo.

En planta alta, una preciosa sala de estar equipada con closet de blancos, librero, área de trabajo y un espacio para limpieza y aseo. Habitaciones con baño y amplios vestidores.

Instalaciones ocultas de aire acondicionado, sonido oculto en plafón, calentador solar, paneles y sistema de riego automático en todas las áreas verdes.

Llama o manda mensaje para más información.

*El diseño de esta casa es referencial, el diseño final es 100% personalizado y se adapta a ti y a tu familia.","Prados de Providencia, Guadalajara, Jalisco","$ 23,733,624 MXN",venta,6,5,390 m²,6 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-5caba61ee36d-d914-1967a9e-87a1-7aef,2025-09-17T19:22:39.279236,Casa en Venta en Arcos Vallarta,"Excelente ubicación para oficinas o comercio, muy amplia 10 x 50 m de terreno.","Arcos Vallarta, Guadalajara, Jalisco","$ 16,500,000 MXN",venta,3,2,408 m²,Jardín
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-46d80ac240d0-7a25-190f4af6-9739-393f,2025-09-17T19:22:39.279236,Casa en Venta en Americana,"INFORMES:
WhatsApp y teléfono: 332506----
Oficina: 332469----
Correo: ve----@inmotrasciende.com

DESCRIPCION
La Lujosa Residencia cuenta con contratos firmados con importantes compañías por 5 años con rentas de $372,000.00 con IVA.
La propiedad genera un retorno de inversión del 8 al 9 % anual aproximadamente sin correr ningún tipo de riesgo.

 Cuenta con Excelente Ubicación, Estupenda distribución para distintos giros de negocios y la facilidad de un estacionamiento dentro de la propiedad para los clientes.

AG/CL/#. EasyBroker ID: EB-EC3055","Americana, Guadalajara, Jalisco","$ 47,000,000 MXN",venta,,,900 m²,5 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-99cf5e3bfb61-1e50-197342c-af42-74e3,2025-09-17T19:22:39.279236,Casa en Venta en La Perla,"Edificio habitacional y comercial en venta, ubicado en la zona zapatera de GDL Esteban Alatorre. A dos cuadras de parque Morelos y 5 cuadras del Hospicio cabañas. Ideal para remodelación y proyecto inmobiliario. Cuenta con un anteproyecto de 9 departamentos tipo estudios y 2 locales comerciales.
Actualmente el edificio esta distribuido en dos locales comerciales y cuatro departamentos con 3 recámaras c/u, baño completo, cocina, sala/comedor y patios. En la azotea cuenta con área de lavado y tinacos.  
Los 2 departamentos en PB tienen entrada por los locales comerciales y cuentan con 3 patios c/u.
Los 2 departamentos en primer nivel tienen entrada independiente con escaleras y cuentan con amplia terraza que da hacia la calle.
Escrituras y documentación en regla, sin adeudos. 
Cuenta con un avalúo de $10,119,780 pesos","La Perla, Guadalajara, Jalisco","$ 10,000,000 MXN",venta,12,4,498 m²,
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-fbd64a60d2-8c3-197cba0-a126-730c,2025-09-17T19:22:39.279236,Casa en Venta en San Carlos,"🏚️ Oportunidad única para inversionistas, desarrolladores o comerciantes!

EN VENTA - PROPIEDAD PARA REMODELAR EN ZONA COMERCIAL 🔧

📍 Calle Nicolás Bravo 870, Guadalajara, Jalisco
💰 Precio: $2,190,000 MXN (negociable)
📐 Terreno: 6 × 31 m (186 m²)
🏗️ Construcción: 102 m² aprox.

🧱 Descripción:

Venta de propiedad en estado para remodelar o demoler, ideal para transformar en:

Local comercial

Bodega

Taller o punto de distribución

Casa a remodelar para su venta

Desarrollo de departamentos

Desarrollo habitacional tipo renta/Airbnb

🔍 Características:

✅ Terreno plano
✅ Acceso directo a calle transitada
✅ Frente de 6 metros
✅ Fondo de 31 metros
✅ Documentación en regla
✅ Potencial para proyecto comercial o habitacional

🚧 Estado de la propiedad:

Actualmente inhabitable. Requiere remodelación completa. Se vende como se muestra en las fotos.

📍 Ubicación privilegiada:

A una cuadra de 5 de Febrero
A 3 cuadras del Ayuntamiento de Guadalajara
A 4 cuadras de la Calzada Independencia
Cerca de la zona del Álamo y Medrano
A minutos de Calzada Lázaro Cárdenas y Av Revolución
Alta demanda para negocios de autopartes, logística, vivienda económica o comercio.

📞 Contáctanos para agendar cita:

📱 33 20 27 7----


¡Aprovecha el valor del terreno y desarrolla un proyecto rentable en una zona con alto flujo comercial!","San Carlos, Guadalajara, Jalisco","$ 1,995,000 MXN",venta,4,1,102 m²,
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-9b8d05322551-40a-195e813-8fa1-710e,2025-09-17T19:22:39.279236,Casa en Venta en Providencia 1a Secc,"Wiggot: pwYDL1f


CON EXCELENTE DISTRIBUCION, ILUMINACION Y AMPLIOS ESPACIOS CASA EN PROVIDENCIA EN VENTA

LA PROPIEDAD SE ENCUENTRA EN MUY BUENAS CONDICIONES Y BIEN UBICADA ADEMAS ES UNA CASA SEGURA YA QUE CUENTA CON PROTECCION EN BARDA, VENTANAS Y PUERTAS

VIAS DE ACCESO
*AV LOPEZ MATEOS
*JOSE MA VIGIL
*JESUS GARCIA


HERMOSA CASA DE TRES PLANTAS

PLANTA BAJA
*COCHERA PARA 4 AUTOS CON PORTÓN ELÉCTRICO
*DOS ENTRADAS, ENTRADA PRINCIPAL Y DE SERVICIO
*MEDIO BAÑO
*HALL
*ESCALERA PRINCIPAL HACIA SEGUNDA PLANTA
*SALA CON VISTA A LA TERRAZA
*AMPLIA AREA DE COMEDOR CON VISTA AL JARDIN
*ESTUDIO
*COCINA INTEGRAL
*ESCALERA DE SERVICIO QUE VA A SEGUNDA Y TERCERA PLANTA
*BODEGA DEBAJO DE LA ESCALERA DE SERVICIO
*PATIO DE SERVICIO
*AMPLISIMA Y AGRADABLE TERRAZA CON ESPACIO PARA COMEDOR Y SALA DE JARDIN
*JARDIN

SEGUNDA PLANTA
*VESTIBULO
*RECAMARA PRINCIPAL CON CLOSET Y BAÑO COMPLETO
*RECAMARA SECUNDARIA CON CLOSET Y BAÑO COMPLETO
*DOS RECAMARAS SECUNDARIAS CON CLOSET QUE COMPARTEN BAÑO COMPLETO
*AREA DE LAVADO
*ESTUDIO U OFICINA
*ENORME ESPACIO QUE PUEDE ADAPTARSE A OTRA RECAMARA, CUARTO TV, OFICINA, GIMNASIO ETC Y TIENE ACCESO HACIA EL JARDIN

TERCERA PLANTA
*CUARTO DE SERVICIO CON BAÑO COMPLETO

SERVICIOS
*ALJIBE
*TINACO
*CALENTADOR SOLAR
*SISTEMA FILTRO CENTRAL Y COCINA

TERMINADOS
*PISOS Y BAÑOS DE MÁRMOL","Providencia 1a Secc, Guadalajara, Jalisco","$ 13,800,000 MXN",venta,4,3,481 m²,3 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-30429618fbf4-c1a-194e152-b618-70a3,2025-09-17T19:22:39.279236,Casa en Venta en Vallarta Norte,"Wiggot: pKMnQ3e


Excelente casa cerca de la minerva,puede ser utilizada como consultorios medicos,oficinas,renta de estudios,hostal. Totalmente remodelada,instalaciones eléctricas, hidráulicas y drenaje.

Características:
Cochera para 3 autos 
9 estudios,lofts Totalmente equipados  con baño completo cada uno y preparacion para cocinas,hay algunos que ya cuentan con cocineta. O se pueden adaptar a las necesidades requeridas.
Enorme patio trasero que da acceso a algunos lofts.

A media cuadra de un parque,cerca de supermercados,tiendas,cafés,restaurantes, acceso rapido a avenidas principales,zona con bastante crecimiento y plusvalía. 
*actualmente esta rentada, por lo que es ideal para inversion

Se aceptan créditos hipotecarios.
Contamos con una amplia cartera de propiedades en zmg y algunas partes de la República.","Vallarta Norte, Guadalajara, Jalisco","$ 12,000,000 MXN",venta,9,9,600 m²,3 Estacionamientos
